iter	Accuracy	Logloss
722	0.8710191083	0.3154456114
723	0.8710191083	0.3153459275
724	0.8710191083	0.3152753877
725	0.8710191083	0.3151788196
726	0.8710191083	0.3150424578
727	0.8715498938	0.3149371106
728	0.8715498938	0.3147931114
729	0.8718152866	0.3147403294
730	0.8718152866	0.3146739714
731	0.8718152866	0.314593001
732	0.8718152866	0.3144715037
733	0.8718152866	0.3143934328
734	0.8718152866	0.3142766605
735	0.8718152866	0.314201107
736	0.8718152866	0.3141107582
737	0.8718152866	0.3139968045
738	0.8718152866	0.3139319782
739	0.8720806794	0.3138826356
740	0.8723460722	0.3137649047
741	0.872611465	0.3137055931
742	0.8723460722	0.3136212759
743	0.872611465	0.3135691978
744	0.8723460722	0.3134791875
745	0.8723460722	0.3133891564
746	0.8723460722	0.3133374367
747	0.8718152866	0.3132620349
748	0.8718152866	0.3132009944
749	0.8720806794	0.3130930331
750	0.8723460722	0.312958873
751	0.872611465	0.3128116338
752	0.872611465	0.3126534734
753	0.872611465	0.3125718923
754	0.872611465	0.3124761729
755	0.8728768577	0.3123942447
756	0.8728768577	0.3123034351
757	0.8728768577	0.3122289002
758	0.8728768577	0.3121806036
759	0.8728768577	0.3120831994
760	0.8728768577	0.312009232
761	0.8728768577	0.3119560176
762	0.8728768577	0.3119079487
763	0.8728768577	0.3118106867
764	0.8728768577	0.3117505372
765	0.8731422505	0.3116969991
766	0.8731422505	0.3116299433
767	0.8731422505	0.311592065
768	0.8731422505	0.3114816923
769	0.8734076433	0.3114257155
770	0.8736730361	0.311354882
771	0.8731422505	0.311292538
772	0.8736730361	0.3111751055
773	0.8736730361	0.3111028779
774	0.8739384289	0.3110601017
775	0.8736730361	0.3109795815
776	0.8736730361	0.3108985387
777	0.8739384289	0.3108359257
778	0.8739384289	0.3107610923
779	0.8736730361	0.3106750566
780	0.8742038217	0.3105969514
781	0.8739384289	0.3104951848
782	0.8739384289	0.3104569615
783	0.8739384289	0.3104035053
784	0.8742038217	0.3103080671
785	0.8742038217	0.3102543947
786	0.8744692144	0.3101147835
787	0.8744692144	0.310085651
788	0.8744692144	0.3100455264
789	0.8744692144	0.3099705797
790	0.8747346072	0.3098433163
791	0.875	0.3097444423
792	0.875	0.3096763364
793	0.875	0.3095732546
794	0.875	0.3095006095
795	0.875	0.3094169192
796	0.875	0.3093121643
797	0.875	0.3092427379
798	0.875	0.3092049626
799	0.875	0.3091053377
800	0.8752653928	0.3089913122
801	0.8757961783	0.3089373008
802	0.8757961783	0.3088734307
803	0.8755307856	0.3087840649
804	0.8755307856	0.3087128575
805	0.8757961783	0.3086157759
806	0.8757961783	0.3085522369
807	0.8760615711	0.308475574
808	0.8760615711	0.3083828931
809	0.8760615711	0.3082924742
810	0.8760615711	0.3082113244
811	0.8760615711	0.3081327621
812	0.8760615711	0.3080912091
813	0.8760615711	0.3080203152
814	0.8760615711	0.3079678705
815	0.8760615711	0.3078888055
816	0.8760615711	0.3077955108
817	0.8760615711	0.3076798357
818	0.8760615711	0.3075986697
819	0.8760615711	0.3075316372
820	0.8760615711	0.3074607819
821	0.8760615711	0.3073972484
822	0.8763269639	0.307320436
823	0.8763269639	0.3072473888
824	0.8763269639	0.3071975149
825	0.8763269639	0.3070884933
826	0.8763269639	0.306995756
827	0.8760615711	0.3069249875
828	0.8760615711	0.3068562944
829	0.8760615711	0.3067908303
830	0.8760615711	0.3067303146
831	0.8763269639	0.3066392794
832	0.8763269639	0.3065518789
833	0.8763269639	0.3064491213
834	0.8765923567	0.3063840841
835	0.8768577495	0.3062692155
836	0.8768577495	0.3061648858
837	0.8765923567	0.3060684436
838	0.8768577495	0.3060203811
839	0.8771231423	0.3059698596
840	0.8771231423	0.3059020179
841	0.8771231423	0.3058399243
842	0.8771231423	0.3057844
843	0.8771231423	0.3056664001
844	0.8768577495	0.3055882246
845	0.8768577495	0.3054838306
846	0.8768577495	0.3053851074
847	0.8768577495	0.3053199358
848	0.8768577495	0.3052443915
849	0.8768577495	0.3051726133
850	0.8768577495	0.3050319268
851	0.8768577495	0.3049051015
852	0.8768577495	0.304785403
853	0.8768577495	0.3047204795
854	0.8768577495	0.3046245985
855	0.8768577495	0.3045184049
856	0.8768577495	0.3044241465
857	0.8768577495	0.3043441885
858	0.8768577495	0.3042836583
859	0.8771231423	0.3042291305
860	0.8771231423	0.3041291257
861	0.8771231423	0.3040233256
862	0.8771231423	0.3038927569
863	0.8771231423	0.3037908093
864	0.8771231423	0.3037276186
865	0.8771231423	0.3036712807
866	0.8771231423	0.3036132089
867	0.8771231423	0.3035311461
868	0.8771231423	0.3034531748
869	0.8771231423	0.3033693207
870	0.8771231423	0.3032802958
871	0.8771231423	0.3032177404
872	0.8771231423	0.303156783
873	0.877388535	0.3030403392
874	0.877388535	0.30298267
875	0.8776539278	0.3029132719
876	0.8776539278	0.3028241409
877	0.8776539278	0.3027695671
878	0.8776539278	0.302693705
879	0.8776539278	0.3026321907
880	0.8776539278	0.3025499167
881	0.8776539278	0.302486103
882	0.8776539278	0.3023510911
883	0.8776539278	0.3022502229
884	0.8776539278	0.3021213999
